"","CNTRY_NAME","COWCODE","GWCODE","year","cname","ccode"
"3418","Antigua and Barbuda",58,58,1989,"ANTIGUA AND BARBUDA",58
"3512","St. Kitts and Nevis",60,60,1989,"SAINT KITTS AND NEVIS",60
"3629","Iceland",395,395,1989,"ICELAND",395
"3729","Ireland",205,205,1989,"IRELAND",205
"3829","United Kingdom",200,200,1989,"UNITED KINGDOM",200
"3915","Cape Verde",402,402,1989,"CAPE VERDE",402
"4029","Cote d'Ivoire",437,437,1989,"COTE D'IVOIRE",437
"4131","Ghana",452,452,1989,"GHANA",452
"4230","Liberia",450,450,1989,"LIBERIA",450
"4429","Portugal",235,235,1989,"PORTUGAL",235
"4529","Spain",230,230,1989,"SPAIN",230
"4629","Burkina Faso",439,439,1989,"BURKINA FASO",439
"4729","Guinea",438,438,1989,"GUINEA",438
"4816","Guinea-Bissau",404,404,1989,"GUINEA-BISSAU",404
"4929","Mali",432,432,1989,"MALI",432
"5129","Senegal",433,433,1989,"SENEGAL",433
"5228","Sierra Leone",451,451,1989,"SIERRA LEONE",451
"5324","The Gambia",420,420,1989,"GAMBIA",420
"5417","Djibouti",522,522,1989,"DJIBOUTI",522
"5729","Mongolia",712,712,1989,"MONGOLIA",712
"5829","Sudan",625,625,1989,"SUDAN",625
"5927","Uganda",500,500,1989,"UGANDA",500
"6029","Iraq",645,645,1989,"IRAQ",645
"6230","Jordan",663,663,1989,"JORDAN",663
"6429","Norway",385,385,1989,"NORWAY",385
"6629","Sweden",380,380,1989,"SWEDEN",380
"6727","Algeria",615,615,1989,"ALGERIA",615
"6829","Andorra",232,232,1989,"ANDORRA",232
"6928","Cameroon",471,471,1989,"CAMEROON",471
"7029","Central African Republic",482,482,1989,"CENTRAL AFRICAN REPUBLIC",482
"7230","Monaco",221,221,1989,"MONACO",221
"7329","Tunisia",616,616,1989,"TUNISIA",616
"7429","Benin",434,434,1989,"BENIN",434
"7624","Equatorial Guinea",411,411,1989,"EQUATORIAL GUINEA",411
"7717","Kiribati",946,970,1989,"KIRIBATI",970
"7829","Niger",436,436,1989,"NIGER",436
"7928","Nigeria",475,475,1989,"NIGERIA",475
"8014","Sao Tome and Principe",403,403,1989,"SAO TOME AND PRINCIPE",403
"8131","Togo",461,461,1989,"TOGO",461
"8230","Albania",339,339,1989,"ALBANIA",339
"8529","Italy",325,325,1989,"ITALY",325
"8725","Malta",338,338,1989,"MALTA",338
"8829","San Marino",331,331,1989,"SAN MARINO",331
"9029","Bulgaria",355,355,1989,"BULGARIA",355
"9132","Cyprus",352,352,1989,"CYPRUS",352
"9429","Greece",350,350,1989,"GREECE",350
"9529","Lebanon",660,660,1989,"LEBANON",660
"9729","Turkey",640,640,1989,"TURKEY",640
"9829","Austria",305,305,1989,"AUSTRIA",305
"10029","Denmark",390,390,1989,"DENMARK",390
"10132","Hungary",310,310,1989,"HUNGARY",310
"10230","Poland",290,290,1989,"POLAND",290
"10529","Belgium",211,211,1989,"BELGIUM",211
"10629","France",220,220,1989,"FRANCE",220
"10729","Liechtenstein",223,223,1989,"LIECHTENSTEIN",223
"10829","Luxembourg",212,212,1989,"LUXEMBOURG",212
"10929","Netherlands",210,210,1989,"NETHERLANDS",210
"11029","Switzerland",225,225,1989,"SWITZERLAND",225
"11329","Finland",375,375,1989,"FINLAND",375
"11729","Romania",360,360,1989,"ROMANIA",360
"11924","Maldives",781,781,1989,"MALDIVES",781
"12029","Oman",698,698,1989,"OMAN",698
"12130","Somalia",520,520,1989,"SOMALIA",520
"12229","Sri Lanka",780,780,1989,"SRI LANKA",780
"12819","Bahrain",692,692,1989,"BAHRAIN",692
"12929","Iran",630,630,1989,"IRAN, ISLAMIC REPUBLIC OF",630
"13028","Kuwait",690,690,1989,"KUWAIT",690
"13125","Qatar",694,694,1989,"QATAR",694
"13319","United Arab Emirates",696,696,1989,"UNITED ARAB EMIRATES",696
"13429","Afghanistan",700,700,1989,"AFGHANISTAN",700
"13629","Nepal",790,790,1989,"NEPAL",790
"13719","Pakistan",770,770,1989,"PAKISTAN",770
"13919","Bangladesh",771,771,1989,"BANGLADESH",771
"14029","Bhutan",760,760,1989,"BHUTAN",760
"1416","Brunei",835,835,1989,"BRUNEI DARUSSALAM",835
"14329","Japan",740,740,1989,"JAPAN",740
"14429","North Korea",731,731,1989,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",731
"14629","Philippines",840,840,1989,"PHILIPPINES",840
"14729","South Korea",732,732,1989,"KOREA, REPUBLIC OF",732
"14829","Cambodia",811,811,1989,"CAMBODIA",811
"14929","Laos",812,812,1989,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",812
"15029","Myanmar",775,775,1989,"MYANMAR",775
"15131","Thailand",800,800,1989,"THAILAND",800
"15223","Vietnam",816,816,1989,"VIETNAM",816
"15313","Marshall Is.",983,983,1989,"MARSHALL ISLANDS",983
"1546","Micronesia",987,987,1989,"MICRONESIA, FEDERATED STATES OF",987
"15524","Botswana",571,571,1989,"BOTSWANA",571
"15627","Burundi",516,516,1989,"BURUNDI",516
"15726","Kenya",501,501,1989,"KENYA",501
"15827","Rwanda",517,517,1989,"RWANDA",517
"15925","Tanzania",510,510,1989,"TANZANIA, UNITED REPUBLIC OF",510
"16025","Zambia",551,551,1989,"ZAMBIA",551
"16128","Zimbabwe",552,552,1989,"ZIMBABWE",552
"16221","Comoros",581,581,1989,"COMOROS",581
"16324","Lesotho",570,570,1989,"LESOTHO",570
"16425","Malawi",553,553,1989,"MALAWI",553
"16516","Mozambique",541,541,1989,"MOZAMBIQUE",541
"16722","Swaziland",572,572,1989,"SWAZILAND",572
"16815","Angola",540,540,1989,"ANGOLA",540
"16929","Congo",484,484,1989,"CONGO, REPUBLIC OF",484
"17029","Congo, Democratic Republic of",490,490,1989,"CONGO, THE DEMOCRATIC REPUBLIC OF",490
"17124","Fiji",950,950,1989,"FIJI",950
"17229","Gabon",481,481,1989,"GABON",481
"17429","New Zealand",920,920,1989,"NEW ZEALAND",920
"17529","Madagascar",580,580,1989,"MADAGASCAR",580
"17621","Mauritius",590,590,1989,"MAURITIUS",590
"17714","Seychelles",591,591,1989,"SEYCHELLES",591
"18029","Australia",900,900,1989,"AUSTRALIA",900
"18121","Nauru",970,971,1989,"NAURU",971
"18216","Papua New Guinea",910,910,1989,"PAPUA NEW GUINEA",910
"18313","Solomon Is.",940,940,1989,"SOLOMON ISLANDS",940
"18411","Tuvalu",947,973,1989,"TUVALU",973
"18510","Vanuatu",935,935,1989,"VANUATU",935
"18629","Canada",20,20,1989,"CANADA",20
"18829","Germany Federal Republic",260,260,1989,"GERMANY",260
"18929","Germany Democratic Republic",265,265,1989,"German Democratic Republic",265
"19029","Czechoslovakia",315,315,1989,"Czechoslovakia",315
"19129","Yugoslavia",345,345,1989,"Yugoslavia",345
"19229","USSR",365,365,1989,"RUSSIAN FEDERATION",365
"19529","Ethiopia",530,530,1989,"ETHIOPIA",530
"19629","South Africa",560,560,1989,"SOUTH AFRICA",560
"20029","Yemen Arab Republic",678,678,1989,"YEMEN",678
"20229","Taiwan",713,713,1989,"TAIWAN, PROVINCE OF CHINA",713
"20329","China",710,710,1989,"CHINA",710
"20924","Malaysia",820,820,1989,"MALAYSIA",820
"21024","Singapore",830,830,1989,"SINGAPORE",830
"21216","Indonesia",850,850,1989,"INDONESIA",850
"21717","Libya",620,620,1989,"LIBYAN ARAB JAMAHIRIYA",620
"21817","Chad",483,483,1989,"CHAD",483
"22216","Israel",666,666,1989,"ISRAEL",666
"22423","Syria",652,652,1989,"SYRIAN ARAB REPUBLIC",652
"22611","Egypt",651,651,1989,"EGYPT",651
"22729","India",750,750,1989,"INDIA",750
"23829","United States",2,2,1989,"UNITED STATES",2
"23929","Saudi Arabia",670,670,1989,"SAUDI ARABIA",670
"24311","Morocco",600,600,1989,"MOROCCO",600
"24411","Mauritania",435,435,1989,"MAURITANIA",435
"024","Guyana",110,110,1990,"GUYANA",110
"1150","Suriname",115,115,1990,"SURINAME",115
"2138","Trinidad and Tobago",52,52,1990,"TRINIDAD AND TOBAGO",52
"390","Venezuela",101,101,1990,"VENEZUELA, BOLIVARIAN REPUBLIC OF",101
"4104","Samoa",990,990,1990,"SAMOA",990
"558","Tonga",955,972,1990,"TONGA",972
"660","Argentina",160,160,1990,"ARGENTINA",160
"7106","Bolivia",145,145,1990,"BOLIVIA, PLURINATIONAL STATE OF",145
"850","Brazil",140,140,1990,"BRAZIL",140
"991","Chile",155,155,1990,"CHILE",155
"1060","Ecuador",130,130,1990,"ECUADOR",130
"1151","Paraguay",150,150,1990,"PARAGUAY",150
"1250","Peru",135,135,1990,"PERU",135
"1353","Uruguay",165,165,1990,"URUGUAY",165
"1547","Guatemala",90,90,1990,"GUATEMALA",90
"1667","Mexico",70,70,1990,"MEXICO",70
"1770","Barbados",53,53,1990,"BARBADOS",53
"1870","Dominica",54,54,1990,"DOMINICA",54
"1942","Grenada",55,55,1990,"GRENADA",55
"2075","St. Lucia",56,56,1990,"SAINT LUCIA",56
"2139","St. Vincent and the Grenadines",57,57,1990,"SAINT VINCENT AND THE GRENADINES",57
"2281","Dominican Republic",42,42,1990,"DOMINICAN REPUBLIC",42
"2332","Haiti",41,41,1990,"HAITI",41
"2428","Jamaica",51,51,1990,"JAMAICA",51
"2522","Bahamas",31,31,1990,"BAHAMAS",31
"2615","Belize",80,80,1990,"BELIZE",80
"2730","Colombia",100,100,1990,"COLOMBIA",100
"2830","Costa Rica",94,94,1990,"COSTA RICA",94
"2930","Cuba",40,40,1990,"CUBA",40
"3030","El Salvador",92,92,1990,"EL SALVADOR",92
"3133","Honduras",91,91,1990,"HONDURAS",91
"3231","Nicaragua",93,93,1990,"NICARAGUA",93
"3330","Panama",95,95,1990,"PANAMA",95
"3419","Antigua and Barbuda",58,58,1990,"ANTIGUA AND BARBUDA",58
"3513","St. Kitts and Nevis",60,60,1990,"SAINT KITTS AND NEVIS",60
"3630","Iceland",395,395,1990,"ICELAND",395
"3730","Ireland",205,205,1990,"IRELAND",205
"3830","United Kingdom",200,200,1990,"UNITED KINGDOM",200
"3916","Cape Verde",402,402,1990,"CAPE VERDE",402
"4030","Cote d'Ivoire",437,437,1990,"COTE D'IVOIRE",437
"4132","Ghana",452,452,1990,"GHANA",452
"4231","Liberia",450,450,1990,"LIBERIA",450
"4430","Portugal",235,235,1990,"PORTUGAL",235
"4530","Spain",230,230,1990,"SPAIN",230
"4630","Burkina Faso",439,439,1990,"BURKINA FASO",439
"4730","Guinea",438,438,1990,"GUINEA",438
"4817","Guinea-Bissau",404,404,1990,"GUINEA-BISSAU",404
"4930","Mali",432,432,1990,"MALI",432
"5130","Senegal",433,433,1990,"SENEGAL",433
"5229","Sierra Leone",451,451,1990,"SIERRA LEONE",451
"5325","The Gambia",420,420,1990,"GAMBIA",420
"5418","Djibouti",522,522,1990,"DJIBOUTI",522
"5730","Mongolia",712,712,1990,"MONGOLIA",712
"5830","Sudan",625,625,1990,"SUDAN",625
"5928","Uganda",500,500,1990,"UGANDA",500
"6030","Iraq",645,645,1990,"IRAQ",645
"6231","Jordan",663,663,1990,"JORDAN",663
"6430","Norway",385,385,1990,"NORWAY",385
"6630","Sweden",380,380,1990,"SWEDEN",380
"6728","Algeria",615,615,1990,"ALGERIA",615
"6830","Andorra",232,232,1990,"ANDORRA",232
"6929","Cameroon",471,471,1990,"CAMEROON",471
"7030","Central African Republic",482,482,1990,"CENTRAL AFRICAN REPUBLIC",482
"7231","Monaco",221,221,1990,"MONACO",221
"7330","Tunisia",616,616,1990,"TUNISIA",616
"7430","Benin",434,434,1990,"BENIN",434
"7625","Equatorial Guinea",411,411,1990,"EQUATORIAL GUINEA",411
"7718","Kiribati",946,970,1990,"KIRIBATI",970
"7830","Niger",436,436,1990,"NIGER",436
"7929","Nigeria",475,475,1990,"NIGERIA",475
"8015","Sao Tome and Principe",403,403,1990,"SAO TOME AND PRINCIPE",403
"8132","Togo",461,461,1990,"TOGO",461
"8231","Albania",339,339,1990,"ALBANIA",339
"8530","Italy",325,325,1990,"ITALY",325
"8726","Malta",338,338,1990,"MALTA",338
"8830","San Marino",331,331,1990,"SAN MARINO",331
"9030","Bulgaria",355,355,1990,"BULGARIA",355
"9133","Cyprus",352,352,1990,"CYPRUS",352
"9430","Greece",350,350,1990,"GREECE",350
"9530","Lebanon",660,660,1990,"LEBANON",660
"9730","Turkey",640,640,1990,"TURKEY",640
"9830","Austria",305,305,1990,"AUSTRIA",305
"10030","Denmark",390,390,1990,"DENMARK",390
"10133","Hungary",310,310,1990,"HUNGARY",310
"10231","Poland",290,290,1990,"POLAND",290
"10530","Belgium",211,211,1990,"BELGIUM",211
"10630","France",220,220,1990,"FRANCE",220
"10730","Liechtenstein",223,223,1990,"LIECHTENSTEIN",223
"10830","Luxembourg",212,212,1990,"LUXEMBOURG",212
"10930","Netherlands",210,210,1990,"NETHERLANDS",210
"11030","Switzerland",225,225,1990,"SWITZERLAND",225
"11330","Finland",375,375,1990,"FINLAND",375
"11730","Romania",360,360,1990,"ROMANIA",360
"11925","Maldives",781,781,1990,"MALDIVES",781
"12030","Oman",698,698,1990,"OMAN",698
"12131","Somalia",520,520,1990,"SOMALIA",520
"12230","Sri Lanka",780,780,1990,"SRI LANKA",780
"12820","Bahrain",692,692,1990,"BAHRAIN",692
"12930","Iran",630,630,1990,"IRAN, ISLAMIC REPUBLIC OF",630
"13029","Kuwait",690,690,1990,"KUWAIT",690
"13126","Qatar",694,694,1990,"QATAR",694
"13320","United Arab Emirates",696,696,1990,"UNITED ARAB EMIRATES",696
"13430","Afghanistan",700,700,1990,"AFGHANISTAN",700
"13630","Nepal",790,790,1990,"NEPAL",790
"13720","Pakistan",770,770,1990,"PAKISTAN",770
"13920","Bangladesh",771,771,1990,"BANGLADESH",771
"14030","Bhutan",760,760,1990,"BHUTAN",760
"1417","Brunei",835,835,1990,"BRUNEI DARUSSALAM",835
"14330","Japan",740,740,1990,"JAPAN",740
"14430","North Korea",731,731,1990,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",731
"14630","Philippines",840,840,1990,"PHILIPPINES",840
"14730","South Korea",732,732,1990,"KOREA, REPUBLIC OF",732
"14830","Cambodia",811,811,1990,"CAMBODIA",811
"14930","Laos",812,812,1990,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",812
"15030","Myanmar",775,775,1990,"MYANMAR",775
"15132","Thailand",800,800,1990,"THAILAND",800
"15224","Vietnam",816,816,1990,"VIETNAM",816
"15314","Marshall Is.",983,983,1990,"MARSHALL ISLANDS",983
"1548","Micronesia",987,987,1990,"MICRONESIA, FEDERATED STATES OF",987
"15525","Botswana",571,571,1990,"BOTSWANA",571
"15628","Burundi",516,516,1990,"BURUNDI",516
"15727","Kenya",501,501,1990,"KENYA",501
"15828","Rwanda",517,517,1990,"RWANDA",517
"15926","Tanzania",510,510,1990,"TANZANIA, UNITED REPUBLIC OF",510
"16026","Zambia",551,551,1990,"ZAMBIA",551
"16129","Zimbabwe",552,552,1990,"ZIMBABWE",552
"16222","Comoros",581,581,1990,"COMOROS",581
"16325","Lesotho",570,570,1990,"LESOTHO",570
"16426","Malawi",553,553,1990,"MALAWI",553
"16517","Mozambique",541,541,1990,"MOZAMBIQUE",541
"1668","South Africa",560,560,1990,"SOUTH AFRICA",560
"16723","Swaziland",572,572,1990,"SWAZILAND",572
"16816","Angola",540,540,1990,"ANGOLA",540
"16930","Congo",484,484,1990,"CONGO, REPUBLIC OF",484
"17030","Congo, Democratic Republic of",490,490,1990,"CONGO, THE DEMOCRATIC REPUBLIC OF",490
"17125","Fiji",950,950,1990,"FIJI",950
"17230","Gabon",481,481,1990,"GABON",481
"17310","Namibia",565,565,1990,"NAMIBIA",565
"17430","New Zealand",920,920,1990,"NEW ZEALAND",920
"17530","Madagascar",580,580,1990,"MADAGASCAR",580
"17622","Mauritius",590,590,1990,"MAURITIUS",590
"17715","Seychelles",591,591,1990,"SEYCHELLES",591
"18030","Australia",900,900,1990,"AUSTRALIA",900
"18122","Nauru",970,971,1990,"NAURU",971
"18217","Papua New Guinea",910,910,1990,"PAPUA NEW GUINEA",910
"18314","Solomon Is.",940,940,1990,"SOLOMON ISLANDS",940
"18412","Tuvalu",947,973,1990,"TUVALU",973
"18511","Vanuatu",935,935,1990,"VANUATU",935
"18630","Canada",20,20,1990,"CANADA",20
"1871","Germany",255,260,1990,"GERMANY",260
"19030","Czechoslovakia",315,315,1990,"Czechoslovakia",315
"19130","Yugoslavia",345,345,1990,"Yugoslavia",345
"19230","USSR",365,365,1990,"RUSSIAN FEDERATION",365
"19530","Ethiopia",530,530,1990,"ETHIOPIA",530
"20230","Taiwan",713,713,1990,"TAIWAN, PROVINCE OF CHINA",713
"20330","China",710,710,1990,"CHINA",710
"20925","Malaysia",820,820,1990,"MALAYSIA",820
"21025","Singapore",830,830,1990,"SINGAPORE",830
"21217","Indonesia",850,850,1990,"INDONESIA",850
"21718","Libya",620,620,1990,"LIBYAN ARAB JAMAHIRIYA",620
"21818","Chad",483,483,1990,"CHAD",483
"22217","Israel",666,666,1990,"ISRAEL",666
"22424","Syria",652,652,1990,"SYRIAN ARAB REPUBLIC",652
"22612","Egypt",651,651,1990,"EGYPT",651
"22730","India",750,750,1990,"INDIA",750
"23830","United States",2,2,1990,"UNITED STATES",2
"23930","Saudi Arabia",670,670,1990,"SAUDI ARABIA",670
"2401","Yemen",679,678,1990,"YEMEN",678
"24312","Morocco",600,600,1990,"MOROCCO",600
"24412","Mauritania",435,435,1990,"MAURITANIA",435
"025","Guyana",110,110,1991,"GUYANA",110
"1152","Suriname",115,115,1991,"SURINAME",115
"2140","Trinidad and Tobago",52,52,1991,"TRINIDAD AND TOBAGO",52
"3100","Venezuela",101,101,1991,"VENEZUELA, BOLIVARIAN REPUBLIC OF",101
"4105","Samoa",990,990,1991,"SAMOA",990
"559","Tonga",955,972,1991,"TONGA",972
"670","Argentina",160,160,1991,"ARGENTINA",160
"7107","Bolivia",145,145,1991,"BOLIVIA, PLURINATIONAL STATE OF",145
"860","Brazil",140,140,1991,"BRAZIL",140
"992","Chile",155,155,1991,"CHILE",155
"1070","Ecuador",130,130,1991,"ECUADOR",130
"1153","Paraguay",150,150,1991,"PARAGUAY",150
"1251","Peru",135,135,1991,"PERU",135
"1354","Uruguay",165,165,1991,"URUGUAY",165
"1549","Guatemala",90,90,1991,"GUATEMALA",90
"1669","Mexico",70,70,1991,"MEXICO",70
"1780","Barbados",53,53,1991,"BARBADOS",53
"1872","Dominica",54,54,1991,"DOMINICA",54
"1943","Grenada",55,55,1991,"GRENADA",55
"2076","St. Lucia",56,56,1991,"SAINT LUCIA",56
"2141","St. Vincent and the Grenadines",57,57,1991,"SAINT VINCENT AND THE GRENADINES",57
"2282","Dominican Republic",42,42,1991,"DOMINICAN REPUBLIC",42
"2333","Haiti",41,41,1991,"HAITI",41
"2429","Jamaica",51,51,1991,"JAMAICA",51
"2523","Bahamas",31,31,1991,"BAHAMAS",31
"2616","Belize",80,80,1991,"BELIZE",80
"2731","Colombia",100,100,1991,"COLOMBIA",100
"2831","Costa Rica",94,94,1991,"COSTA RICA",94
"2931","Cuba",40,40,1991,"CUBA",40
"3031","El Salvador",92,92,1991,"EL SALVADOR",92
"3134","Honduras",91,91,1991,"HONDURAS",91
"3232","Nicaragua",93,93,1991,"NICARAGUA",93
"3331","Panama",95,95,1991,"PANAMA",95
"3420","Antigua and Barbuda",58,58,1991,"ANTIGUA AND BARBUDA",58
"3514","St. Kitts and Nevis",60,60,1991,"SAINT KITTS AND NEVIS",60
"3631","Iceland",395,395,1991,"ICELAND",395
"3731","Ireland",205,205,1991,"IRELAND",205
"3831","United Kingdom",200,200,1991,"UNITED KINGDOM",200
"3917","Cape Verde",402,402,1991,"CAPE VERDE",402
"4031","Cote d'Ivoire",437,437,1991,"COTE D'IVOIRE",437
"4133","Ghana",452,452,1991,"GHANA",452
"4232","Liberia",450,450,1991,"LIBERIA",450
"4431","Portugal",235,235,1991,"PORTUGAL",235
"4531","Spain",230,230,1991,"SPAIN",230
"4631","Burkina Faso",439,439,1991,"BURKINA FASO",439
"4731","Guinea",438,438,1991,"GUINEA",438
"4818","Guinea-Bissau",404,404,1991,"GUINEA-BISSAU",404
"4931","Mali",432,432,1991,"MALI",432
"5131","Senegal",433,433,1991,"SENEGAL",433
"5230","Sierra Leone",451,451,1991,"SIERRA LEONE",451
"5326","The Gambia",420,420,1991,"GAMBIA",420
"5419","Djibouti",522,522,1991,"DJIBOUTI",522
"5731","Mongolia",712,712,1991,"MONGOLIA",712
"5831","Sudan",625,625,1991,"SUDAN",625
"5929","Uganda",500,500,1991,"UGANDA",500
"6031","Iraq",645,645,1991,"IRAQ",645
"6232","Jordan",663,663,1991,"JORDAN",663
"6310","Kazakhstan",705,705,1991,"KAZAKHSTAN",705
"6431","Norway",385,385,1991,"NORWAY",385
"6510","Russia",365,365,1991,"RUSSIAN FEDERATION",365
"6631","Sweden",380,380,1991,"SWEDEN",380
"6729","Algeria",615,615,1991,"ALGERIA",615
"6831","Andorra",232,232,1991,"ANDORRA",232
"6930","Cameroon",471,471,1991,"CAMEROON",471
"7031","Central African Republic",482,482,1991,"CENTRAL AFRICAN REPUBLIC",482
"7232","Monaco",221,221,1991,"MONACO",221
"7331","Tunisia",616,616,1991,"TUNISIA",616
"7431","Benin",434,434,1991,"BENIN",434
"7626","Equatorial Guinea",411,411,1991,"EQUATORIAL GUINEA",411
"7719","Kiribati",946,970,1991,"KIRIBATI",970
"7831","Niger",436,436,1991,"NIGER",436
"7930","Nigeria",475,475,1991,"NIGERIA",475
"8016","Sao Tome and Principe",403,403,1991,"SAO TOME AND PRINCIPE",403
"8133","Togo",461,461,1991,"TOGO",461
"8232","Albania",339,339,1991,"ALBANIA",339
"8531","Italy",325,325,1991,"ITALY",325
"861","Macedonia",343,343,1991,"MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF",343
"8727","Malta",338,338,1991,"MALTA",338
"8831","San Marino",331,331,1991,"SAN MARINO",331
"9031","Bulgaria",355,355,1991,"BULGARIA",355
"9134","Cyprus",352,352,1991,"CYPRUS",352
"9310","Georgia",372,372,1991,"GEORGIA",372
"9431","Greece",350,350,1991,"GREECE",350
"9531","Lebanon",660,660,1991,"LEBANON",660
"9731","Turkey",640,640,1991,"TURKEY",640
"9831","Austria",305,305,1991,"AUSTRIA",305
"10031","Denmark",390,390,1991,"DENMARK",390
"10134","Hungary",310,310,1991,"HUNGARY",310
"10232","Poland",290,290,1991,"POLAND",290
"10531","Belgium",211,211,1991,"BELGIUM",211
"10631","France",220,220,1991,"FRANCE",220
"10731","Liechtenstein",223,223,1991,"LIECHTENSTEIN",223
"10831","Luxembourg",212,212,1991,"LUXEMBOURG",212
"10931","Netherlands",210,210,1991,"NETHERLANDS",210
"11031","Switzerland",225,225,1991,"SWITZERLAND",225
"11110","Belarus",370,370,1991,"BELARUS",370
"11210","Estonia",366,366,1991,"ESTONIA",366
"11331","Finland",375,375,1991,"FINLAND",375
"11410","Latvia",367,367,1991,"LATVIA",367
"1154","Lithuania",368,368,1991,"LITHUANIA",368
"1161","Moldova",359,359,1991,"MOLDOVA, REPUBLIC OF",359
"11731","Romania",360,360,1991,"ROMANIA",360
"1181","Ukraine",369,369,1991,"UKRAINE",369
"11926","Maldives",781,781,1991,"MALDIVES",781
"12031","Oman",698,698,1991,"OMAN",698
"12132","Somalia",520,520,1991,"SOMALIA",520
"12231","Sri Lanka",780,780,1991,"SRI LANKA",780
"12310","Turkmenistan",701,701,1991,"TURKMENISTAN",701
"12410","Uzbekistan",704,704,1991,"UZBEKISTAN",704
"1261","Armenia",371,371,1991,"ARMENIA",371
"1271","Azerbaijan",373,373,1991,"AZERBAIJAN",373
"12821","Bahrain",692,692,1991,"BAHRAIN",692
"12931","Iran",630,630,1991,"IRAN, ISLAMIC REPUBLIC OF",630
"13030","Kuwait",690,690,1991,"KUWAIT",690
"13127","Qatar",694,694,1991,"QATAR",694
"13321","United Arab Emirates",696,696,1991,"UNITED ARAB EMIRATES",696
"13431","Afghanistan",700,700,1991,"AFGHANISTAN",700
"1355","Kyrgyzstan",703,703,1991,"KYRGYZSTAN",703
"13631","Nepal",790,790,1991,"NEPAL",790
"13721","Pakistan",770,770,1991,"PAKISTAN",770
"1381","Tajikistan",702,702,1991,"TAJIKISTAN",702
"13921","Bangladesh",771,771,1991,"BANGLADESH",771
"14031","Bhutan",760,760,1991,"BHUTAN",760
"1418","Brunei",835,835,1991,"BRUNEI DARUSSALAM",835
"14331","Japan",740,740,1991,"JAPAN",740
"14431","North Korea",731,731,1991,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",731
"14631","Philippines",840,840,1991,"PHILIPPINES",840
"14731","South Korea",732,732,1991,"KOREA, REPUBLIC OF",732
"14831","Cambodia",811,811,1991,"CAMBODIA",811
"14931","Laos",812,812,1991,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",812
"15031","Myanmar",775,775,1991,"MYANMAR",775
"15133","Thailand",800,800,1991,"THAILAND",800
"15225","Vietnam",816,816,1991,"VIETNAM",816
"15315","Marshall Is.",983,983,1991,"MARSHALL ISLANDS",983
"15410","Micronesia",987,987,1991,"MICRONESIA, FEDERATED STATES OF",987
"15526","Botswana",571,571,1991,"BOTSWANA",571
"15629","Burundi",516,516,1991,"BURUNDI",516
"15728","Kenya",501,501,1991,"KENYA",501
"15829","Rwanda",517,517,1991,"RWANDA",517
"15927","Tanzania",510,510,1991,"TANZANIA, UNITED REPUBLIC OF",510
"16027","Zambia",551,551,1991,"ZAMBIA",551
"16130","Zimbabwe",552,552,1991,"ZIMBABWE",552
"16223","Comoros",581,581,1991,"COMOROS",581
"16326","Lesotho",570,570,1991,"LESOTHO",570
"16427","Malawi",553,553,1991,"MALAWI",553
"16518","Mozambique",541,541,1991,"MOZAMBIQUE",541
"16610","South Africa",560,560,1991,"SOUTH AFRICA",560
"16724","Swaziland",572,572,1991,"SWAZILAND",572
"16817","Angola",540,540,1991,"ANGOLA",540
"16931","Congo",484,484,1991,"CONGO, REPUBLIC OF",484
"17031","Congo, Democratic Republic of",490,490,1991,"CONGO, THE DEMOCRATIC REPUBLIC OF",490
"17126","Fiji",950,950,1991,"FIJI",950
"17231","Gabon",481,481,1991,"GABON",481
"17311","Namibia",565,565,1991,"NAMIBIA",565
"17431","New Zealand",920,920,1991,"NEW ZEALAND",920
"17531","Madagascar",580,580,1991,"MADAGASCAR",580
"17623","Mauritius",590,590,1991,"MAURITIUS",590
"17716","Seychelles",591,591,1991,"SEYCHELLES",591
"18031","Australia",900,900,1991,"AUSTRALIA",900
"18123","Nauru",970,971,1991,"NAURU",971
"18218","Papua New Guinea",910,910,1991,"PAPUA NEW GUINEA",910
"18315","Solomon Is.",940,940,1991,"SOLOMON ISLANDS",940
"18413","Tuvalu",947,973,1991,"TUVALU",973
"18512","Vanuatu",935,935,1991,"VANUATU",935
"18631","Canada",20,20,1991,"CANADA",20
"1873","Germany",255,260,1991,"GERMANY",260
"19031","Czechoslovakia",315,315,1991,"Czechoslovakia",315
"19531","Ethiopia",530,530,1991,"ETHIOPIA",530
"20231","Taiwan",713,713,1991,"TAIWAN, PROVINCE OF CHINA",713
"20331","China",710,710,1991,"CHINA",710
"20926","Malaysia",820,820,1991,"MALAYSIA",820
"21026","Singapore",830,830,1991,"SINGAPORE",830
"21218","Indonesia",850,850,1991,"INDONESIA",850
"21719","Libya",620,620,1991,"LIBYAN ARAB JAMAHIRIYA",620
"21819","Chad",483,483,1991,"CHAD",483
"22218","Israel",666,666,1991,"ISRAEL",666
"22425","Syria",652,652,1991,"SYRIAN ARAB REPUBLIC",652
"22613","Egypt",651,651,1991,"EGYPT",651
